#datatype measurement,tag,double,dateTime
m,ISIN,EUR,date
NAV,LU0625738058,164.98,1604016000
NAV,LU0625738058,161.84,1603929600
NAV,LU0625738058,161.45,1603843200
NAV,LU0625738058,160.39,1603670400
NAV,LU0625738058,160.57,1603411200
NAV,LU0625738058,160.66,1603324800
NAV,LU0625738058,160.78,1603238400
NAV,LU0625738058,159.93,1603152000
NAV,LU0625738058,161.36,1603065600
NAV,LU0625738058,159.01,1602806400
NAV,LU0625738058,161.12,1602720000
NAV,LU0625738058,160.53,1602547200
NAV,LU0625738058,156.71,1602460800
NAV,LU0625738058,156.69,1602201600
NAV,LU0625738058,155.79,1602115200
NAV,LU0625738058,153.92,1602028800
NAV,LU0625738058,152.07,1601942400
NAV,LU0625738058,152.65,1601510400
NAV,LU0625738058,149.27,1601424000
NAV,LU0625738058,150.25,1601337600
NAV,LU0625738058,149.63,1601251200
NAV,LU0625738058,149.82,1600992000
NAV,LU0625738058,152.19,1600905600
NAV,LU0625738058,152.00,1600819200
NAV,LU0625738058,152.20,1600732800
NAV,LU0625738058,152.32,1600646400
NAV,LU0625738058,152.46,1600387200
NAV,LU0625738058,152.97,1600300800
NAV,LU0625738058,152.95,1600214400
NAV,LU0625738058,151.36,1600128000
NAV,LU0625738058,149.39,1600041600
NAV,LU0625738058,147.78,1599782400
NAV,LU0625738058,149.11,1599696000
NAV,LU0625738058,150.67,1599609600
NAV,LU0625738058,152.24,1599523200
NAV,LU0625738058,154.45,1599436800
NAV,LU0625738058,155.24,1599177600
NAV,LU0625738058,157.97,1599091200
NAV,LU0625738058,156.88,1599004800
NAV,LU0625738058,153.34,1598918400
NAV,LU0625738058,157.04,1598832000
NAV,LU0625738058,157.91,1598572800
NAV,LU0625738058,157.75,1598486400
NAV,LU0625738058,156.00,1598400000
NAV,LU0625738058,155.69,1598313600
NAV,LU0625738058,152.49,1598227200
NAV,LU0625738058,149.21,1597968000
NAV,LU0625738058,149.59,1597881600
NAV,LU0625738058,150.43,1597795200
NAV,LU0625738058,150.10,1597708800
NAV,LU0625738058,147.87,1597622400
NAV,LU0625738058,147.74,1597363200
NAV,LU0625738058,149.27,1597276800
NAV,LU0625738058,148.12,1597190400
NAV,LU0625738058,147.95,1597104000
NAV,LU0625738058,149.74,1597017600
NAV,LU0625738058,153.27,1596758400
NAV,LU0625738058,152.27,1596672000
NAV,LU0625738058,152.29,1596585600
NAV,LU0625738058,150.19,1596499200
NAV,LU0625738058,146.90,1596412800
NAV,LU0625738058,147.16,1596153600
NAV,LU0625738058,147.99,1596067200
NAV,LU0625738058,147.77,1595980800
NAV,LU0625738058,145.04,1595894400
NAV,LU0625738058,147.49,1595808000
NAV,LU0625738058,152.26,1595548800
NAV,LU0625738058,151.26,1595462400
NAV,LU0625738058,155.36,1595376000
NAV,LU0625738058,152.61,1595289600
NAV,LU0625738058,150.87,1595203200
NAV,LU0625738058,148.48,1594944000
NAV,LU0625738058,155.13,1594857600
NAV,LU0625738058,154.89,1594771200
NAV,LU0625738058,157.38,1594684800
NAV,LU0625738058,159.52,1594598400
NAV,LU0625738058,162.45,1594339200
NAV,LU0625738058,158.46,1594252800
NAV,LU0625738058,153.90,1594166400
NAV,LU0625738058,154.79,1594080000
NAV,LU0625738058,148.78,1593993600
NAV,LU0625738058,146.83,1593734400
NAV,LU0625738058,141.44,1593561600
NAV,LU0625738058,140.55,1593475200
NAV,LU0625738058,142.00,1593388800
NAV,LU0625738058,143.57,1593043200
NAV,LU0625738058,141.74,1592870400
NAV,LU0625738058,141.89,1592784000
NAV,LU0625738058,140.64,1592524800
NAV,LU0625738058,140.54,1592438400
NAV,LU0625738058,139.36,1592352000
NAV,LU0625738058,135.57,1592265600
NAV,LU0625738058,137.34,1592179200
NAV,LU0625738058,135.64,1591920000
NAV,LU0625738058,138.86,1591833600
NAV,LU0625738058,137.42,1591747200
NAV,LU0625738058,136.64,1591660800
NAV,LU0625738058,137.04,1591574400
NAV,LU0625738058,136.07,1591315200
NAV,LU0625738058,136.82,1591228800
NAV,LU0625738058,135.97,1591142400
NAV,LU0625738058,131.72,1590969600
NAV,LU0625738058,129.94,1590710400
NAV,LU0625738058,132.05,1590624000
NAV,LU0625738058,133.52,1590537600
NAV,LU0625738058,132.21,1590451200
NAV,LU0625738058,131.48,1590364800
NAV,LU0625738058,138.05,1590019200
NAV,LU0625738058,138.49,1589932800
NAV,LU0625738058,137.24,1589846400
NAV,LU0625738058,135.91,1589760000
NAV,LU0625738058,135.84,1589500800
NAV,LU0625738058,136.21,1589414400
NAV,LU0625738058,135.11,1589328000
NAV,LU0625738058,137.18,1589241600
NAV,LU0625738058,135.47,1589155200
NAV,LU0625738058,134.07,1588896000
NAV,LU0625738058,133.73,1588809600
NAV,LU0625738058,131.41,1588723200
NAV,LU0625738058,129.51,1588636800
NAV,LU0625738058,136.17,1588204800
NAV,LU0625738058,134.85,1588118400
NAV,LU0625738058,134.31,1588032000
NAV,LU0625738058,132.60,1587945600
NAV,LU0625738058,132.82,1587686400
NAV,LU0625738058,133.90,1587600000
NAV,LU0625738058,131.98,1587513600
NAV,LU0625738058,134.38,1587427200
NAV,LU0625738058,133.80,1587340800
NAV,LU0625738058,133.48,1587081600
NAV,LU0625738058,131.79,1586995200
NAV,LU0625738058,131.42,1586908800
NAV,LU0625738058,130.02,1586476800
NAV,LU0625738058,129.47,1586390400
NAV,LU0625738058,130.82,1586304000
NAV,LU0625738058,129.58,1586217600
NAV,LU0625738058,126.49,1586131200
NAV,LU0625738058,126.61,1585872000
NAV,LU0625738058,124.40,1585785600
NAV,LU0625738058,126.37,1585699200
NAV,LU0625738058,123.43,1585612800
NAV,LU0625738058,124.00,1585526400
NAV,LU0625738058,125.39,1585267200
NAV,LU0625738058,126.78,1585180800
NAV,LU0625738058,122.74,1585094400
NAV,LU0625738058,117.76,1585008000
NAV,LU0625738058,122.69,1584921600
NAV,LU0625738058,118.01,1584662400
NAV,LU0625738058,117.76,1584576000
NAV,LU0625738058,121.14,1584489600
NAV,LU0625738058,117.64,1584403200
NAV,LU0625738058,126.46,1584316800
NAV,LU0625738058,125.71,1584057600
NAV,LU0625738058,129.47,1583971200
NAV,LU0625738058,130.12,1583884800
NAV,LU0625738058,127.05,1583798400
NAV,LU0625738058,134.09,1583712000
NAV,LU0625738058,138.28,1583452800
NAV,LU0625738058,137.47,1583366400
NAV,LU0625738058,135.66,1583280000
NAV,LU0625738058,135.80,1583193600
NAV,LU0625738058,134.66,1583107200
NAV,LU0625738058,137.42,1582848000
NAV,LU0625738058,139.10,1582761600
NAV,LU0625738058,139.59,1582675200
NAV,LU0625738058,139.33,1582588800
NAV,LU0625738058,142.48,1582502400
NAV,LU0625738058,145.14,1582243200
NAV,LU0625738058,145.83,1582156800
NAV,LU0625738058,144.33,1582070400
NAV,LU0625738058,145.60,1581984000
NAV,LU0625738058,144.29,1581897600
NAV,LU0625738058,144.83,1581638400
NAV,LU0625738058,144.78,1581552000
NAV,LU0625738058,141.94,1581465600
NAV,LU0625738058,140.75,1581379200
NAV,LU0625738058,140.41,1581292800
NAV,LU0625738058,140.61,1581033600
NAV,LU0625738058,137.61,1580947200
NAV,LU0625738058,137.02,1580860800
NAV,LU0625738058,132.96,1580774400
NAV,LU0625738058,132.46,1580688000
NAV,LU0625738058,134.02,1580428800
NAV,LU0625738058,137.47,1580342400
NAV,LU0625738058,140.38,1580083200
NAV,LU0625738058,141.00,1579824000
NAV,LU0625738058,143.69,1579737600
NAV,LU0625738058,141.22,1579651200
NAV,LU0625738058,145.63,1579564800
NAV,LU0625738058,146.70,1579478400
NAV,LU0625738058,145.02,1579219200
NAV,LU0625738058,144.63,1579132800
NAV,LU0625738058,144.80,1579046400
NAV,LU0625738058,145.62,1578960000
NAV,LU0625738058,143.56,1578873600
NAV,LU0625738058,143.89,1578614400
NAV,LU0625738058,140.39,1578528000
NAV,LU0625738058,140.99,1578441600
NAV,LU0625738058,140.07,1578355200
NAV,LU0625738058,140.56,1578268800
NAV,LU0625738058,140.86,1578009600
NAV,LU0625738058,137.90,1577923200
NAV,LU0625738058,138.09,1577750400
NAV,LU0625738058,138.48,1577664000
NAV,LU0625738058,138.62,1577145600
NAV,LU0625738058,138.06,1577059200
NAV,LU0625738058,136.77,1576800000
NAV,LU0625738058,137.75,1576713600
NAV,LU0625738058,136.10,1576627200
NAV,LU0625738058,134.91,1576540800
NAV,LU0625738058,134.04,1576454400
NAV,LU0625738058,132.54,1576195200
NAV,LU0625738058,131.87,1576108800
NAV,LU0625738058,129.71,1576022400
NAV,LU0625738058,130.41,1575936000
NAV,LU0625738058,130.46,1575849600
NAV,LU0625738058,129.36,1575590400
NAV,LU0625738058,127.64,1575504000
NAV,LU0625738058,128.76,1575417600
NAV,LU0625738058,129.09,1575331200
NAV,LU0625738058,129.72,1575244800
NAV,LU0625738058,132.08,1574985600
NAV,LU0625738058,131.67,1574899200
NAV,LU0625738058,130.66,1574812800
NAV,LU0625738058,130.42,1574726400
NAV,LU0625738058,129.13,1574640000
NAV,LU0625738058,127.28,1574380800
NAV,LU0625738058,128.47,1574294400
NAV,LU0625738058,129.50,1574208000
NAV,LU0625738058,128.66,1574121600
NAV,LU0625738058,127.95,1574035200
NAV,LU0625738058,127.73,1573776000
NAV,LU0625738058,129.25,1573689600
NAV,LU0625738058,131.08,1573603200
NAV,LU0625738058,130.05,1573516800
NAV,LU0625738058,132.07,1573430400
NAV,LU0625738058,133.07,1573171200
NAV,LU0625738058,131.47,1573084800
NAV,LU0625738058,130.82,1572998400
NAV,LU0625738058,129.48,1572912000
NAV,LU0625738058,125.47,1572566400
NAV,LU0625738058,125.96,1572480000
NAV,LU0625738058,125.88,1572393600
NAV,LU0625738058,126.79,1572307200
NAV,LU0625738058,125.78,1572220800
NAV,LU0625738058,124.91,1571961600
NAV,LU0625738058,124.14,1571875200
NAV,LU0625738058,124.25,1571788800
NAV,LU0625738058,125.27,1571702400
NAV,LU0625738058,124.75,1571616000
NAV,LU0625738058,125.95,1571356800
NAV,LU0625738058,126.43,1571270400
NAV,LU0625738058,126.09,1571184000
NAV,LU0625738058,126.20,1571097600
NAV,LU0625738058,124.93,1571011200
NAV,LU0625738058,122.43,1570752000
NAV,LU0625738058,121.82,1570665600
NAV,LU0625738058,122.12,1570579200
NAV,LU0625738058,122.85,1570406400
NAV,LU0625738058,123.58,1570147200
NAV,LU0625738058,123.04,1570060800
NAV,LU0625738058,123.49,1569888000
NAV,LU0625738058,123.04,1569801600
NAV,LU0625738058,124.52,1569542400
NAV,LU0625738058,124.79,1569456000
NAV,LU0625738058,124.14,1569369600
NAV,LU0625738058,125.81,1569283200
NAV,LU0625738058,127.37,1569196800
NAV,LU0625738058,126.35,1568937600
NAV,LU0625738058,127.61,1568851200
NAV,LU0625738058,127.63,1568764800
NAV,LU0625738058,129.32,1568678400
NAV,LU0625738058,129.10,1568592000
NAV,LU0625738058,128.21,1568332800
NAV,LU0625738058,128.14,1568246400
NAV,LU0625738058,126.28,1568160000
NAV,LU0625738058,126.06,1568073600
NAV,LU0625738058,126.00,1567987200
NAV,LU0625738058,126.26,1567728000
NAV,LU0625738058,124.05,1567641600
NAV,LU0625738058,122.82,1567555200
NAV,LU0625738058,123.33,1567468800
NAV,LU0625738058,122.91,1567382400
NAV,LU0625738058,120.68,1567123200
NAV,LU0625738058,119.66,1567036800
NAV,LU0625738058,119.52,1566950400
NAV,LU0625738058,119.60,1566864000
NAV,LU0625738058,121.15,1566777600
NAV,LU0625738058,121.93,1566518400
NAV,LU0625738058,122.20,1566432000
NAV,LU0625738058,122.72,1566345600
NAV,LU0625738058,122.11,1566259200
NAV,LU0625738058,119.83,1566172800
NAV,LU0625738058,116.73,1565827200
NAV,LU0625738058,116.38,1565740800
NAV,LU0625738058,116.55,1565654400
NAV,LU0625738058,117.23,1565568000
NAV,LU0625738058,117.83,1565308800
NAV,LU0625738058,116.20,1565222400
NAV,LU0625738058,116.27,1565136000
NAV,LU0625738058,117.10,1565049600
NAV,LU0625738058,121.80,1564963200
NAV,LU0625738058,125.68,1564704000
NAV,LU0625738058,126.33,1564617600
NAV,LU0625738058,127.63,1564531200
NAV,LU0625738058,127.93,1564444800
NAV,LU0625738058,129.22,1564358400
NAV,LU0625738058,128.97,1564099200
NAV,LU0625738058,129.18,1564012800
NAV,LU0625738058,128.36,1563926400
NAV,LU0625738058,126.49,1563840000
NAV,LU0625738058,127.06,1563753600
NAV,LU0625738058,125.89,1563494400
NAV,LU0625738058,126.89,1563408000
NAV,LU0625738058,126.92,1563321600
NAV,LU0625738058,126.68,1563235200
NAV,LU0625738058,125.63,1563148800
NAV,LU0625738058,125.63,1562889600
NAV,LU0625738058,124.71,1562803200
NAV,LU0625738058,124.80,1562716800
NAV,LU0625738058,125.22,1562630400
NAV,LU0625738058,127.83,1562544000
NAV,LU0625738058,128.27,1562284800
NAV,LU0625738058,127.65,1562198400
NAV,LU0625738058,128.13,1562112000
NAV,LU0625738058,124.86,1561939200
NAV,LU0625738058,124.75,1561680000
NAV,LU0625738058,123.73,1561593600
NAV,LU0625738058,122.20,1561507200
NAV,LU0625738058,124.45,1561420800
NAV,LU0625738058,124.98,1561334400
NAV,LU0625738058,125.56,1561075200
NAV,LU0625738058,124.19,1560988800
NAV,LU0625738058,121.41,1560902400
NAV,LU0625738058,119.21,1560816000
NAV,LU0625738058,119.79,1560729600
NAV,LU0625738058,119.72,1560470400
NAV,LU0625738058,119.23,1560384000
NAV,LU0625738058,121.45,1560297600
NAV,LU0625738058,116.71,1559865600
NAV,LU0625738058,116.54,1559779200
NAV,LU0625738058,117.53,1559692800
NAV,LU0625738058,118.23,1559606400
NAV,LU0625738058,117.68,1559520000
NAV,LU0625738058,117.77,1559174400
NAV,LU0625738058,118.09,1559088000
NAV,LU0625738058,117.31,1559001600
NAV,LU0625738058,117.24,1558915200
NAV,LU0625738058,117.79,1558656000
NAV,LU0625738058,120.22,1558569600
NAV,LU0625738058,120.82,1558483200
NAV,LU0625738058,120.25,1558396800
NAV,LU0625738058,123.72,1558310400
NAV,LU0625738058,126.10,1558051200
NAV,LU0625738058,126.12,1557964800
NAV,LU0625738058,124.94,1557878400
NAV,LU0625738058,127.24,1557705600
NAV,LU0625738058,129.22,1557360000
NAV,LU0625738058,131.34,1557273600
NAV,LU0625738058,132.05,1557187200
NAV,LU0625738058,136.70,1557100800
NAV,LU0625738058,136.08,1556841600
NAV,LU0625738058,135.07,1556668800
NAV,LU0625738058,136.15,1556582400
NAV,LU0625738058,135.20,1556496000
NAV,LU0625738058,135.36,1556236800
NAV,LU0625738058,136.30,1556150400
NAV,LU0625738058,136.76,1556064000
NAV,LU0625738058,136.72,1555632000
NAV,LU0625738058,136.70,1555545600
NAV,LU0625738058,136.25,1555459200
NAV,LU0625738058,134.66,1555372800
NAV,LU0625738058,136.11,1555286400
NAV,LU0625738058,135.68,1555027200
NAV,LU0625738058,137.48,1554940800
NAV,LU0625738058,137.40,1554854400
NAV,LU0625738058,136.94,1554768000
NAV,LU0625738058,135.70,1554422400
NAV,LU0625738058,135.35,1554336000
NAV,LU0625738058,134.35,1554249600
NAV,LU0625738058,134.00,1554163200
NAV,LU0625738058,132.15,1554076800
NAV,LU0625738058,128.92,1553817600
NAV,LU0625738058,129.71,1553731200
NAV,LU0625738058,127.65,1553644800
NAV,LU0625738058,128.33,1553558400
NAV,LU0625738058,130.71,1553472000
NAV,LU0625738058,130.82,1553212800
NAV,LU0625738058,131.54,1553126400
NAV,LU0625738058,132.23,1553040000
NAV,LU0625738058,131.12,1552953600
NAV,LU0625738058,130.08,1552867200
NAV,LU0625738058,129.53,1552608000
NAV,LU0625738058,129.78,1552521600
NAV,LU0625738058,129.69,1552435200
NAV,LU0625738058,129.77,1552348800
NAV,LU0625738058,127.47,1552262400
NAV,LU0625738058,130.69,1552003200
NAV,LU0625738058,132.30,1551916800
NAV,LU0625738058,132.39,1551830400
NAV,LU0625738058,131.15,1551744000
NAV,LU0625738058,128.78,1551657600
NAV,LU0625738058,127.53,1551398400
NAV,LU0625738058,128.53,1551312000
NAV,LU0625738058,129.56,1551225600
NAV,LU0625738058,130.36,1551139200
NAV,LU0625738058,128.44,1551052800
NAV,LU0625738058,126.53,1550793600
NAV,LU0625738058,125.93,1550707200
NAV,LU0625738058,124.79,1550620800
NAV,LU0625738058,125.10,1550534400
NAV,LU0625738058,123.89,1550448000
NAV,LU0625738058,126.32,1550188800
NAV,LU0625738058,126.79,1550102400
NAV,LU0625738058,125.38,1550016000
NAV,LU0625738058,125.12,1549929600
NAV,LU0625738058,123.77,1549843200
NAV,LU0625738058,123.22,1549324800
NAV,LU0625738058,122.85,1549238400
NAV,LU0625738058,122.38,1548979200
NAV,LU0625738058,121.18,1548892800
NAV,LU0625738058,119.76,1548806400
NAV,LU0625738058,119.85,1548720000
NAV,LU0625738058,120.47,1548633600
NAV,LU0625738058,118.51,1548374400
NAV,LU0625738058,117.35,1548288000
NAV,LU0625738058,117.56,1548201600
NAV,LU0625738058,119.43,1548115200
NAV,LU0625738058,118.88,1548028800
NAV,LU0625738058,117.02,1547769600
NAV,LU0625738058,117.22,1547683200
NAV,LU0625738058,115.80,1547596800
NAV,LU0625738058,113.06,1547510400
NAV,LU0625738058,114.82,1547424000
NAV,LU0625738058,113.18,1547164800
NAV,LU0625738058,113.68,1547078400
NAV,LU0625738058,110.64,1546992000
NAV,LU0625738058,111.00,1546905600
NAV,LU0625738058,109.93,1546819200
NAV,LU0625738058,107.08,1546560000
NAV,LU0625738058,108.94,1546473600
NAV,LU0625738058,109.78,1546387200
NAV,LU0625738058,108.98,1546214400
NAV,LU0625738058,109.75,1545955200
NAV,LU0625738058,108.90,1545609600
NAV,LU0625738058,108.98,1545350400
NAV,LU0625738058,109.99,1545264000
NAV,LU0625738058,111.58,1545177600
NAV,LU0625738058,113.68,1545091200
NAV,LU0625738058,115.22,1545004800
NAV,LU0625738058,116.93,1544745600
NAV,LU0625738058,115.41,1544659200
NAV,LU0625738058,114.12,1544572800
NAV,LU0625738058,114.31,1544486400
NAV,LU0625738058,115.50,1544400000
NAV,LU0625738058,116.37,1544140800
NAV,LU0625738058,120.02,1544054400
NAV,LU0625738058,121.36,1543968000
NAV,LU0625738058,121.78,1543881600
NAV,LU0625738058,119.01,1543795200
NAV,LU0625738058,116.27,1543536000
NAV,LU0625738058,119.39,1543449600
NAV,LU0625738058,116.21,1543363200
NAV,LU0625738058,115.59,1543276800
NAV,LU0625738058,114.48,1543190400
NAV,LU0625738058,113.83,1542931200
NAV,LU0625738058,114.85,1542844800
NAV,LU0625738058,112.37,1542758400
NAV,LU0625738058,115.23,1542672000
NAV,LU0625738058,115.01,1542585600
NAV,LU0625738058,116.72,1542326400
NAV,LU0625738058,114.13,1542240000
NAV,LU0625738058,114.49,1542153600
NAV,LU0625738058,113.03,1542067200
NAV,LU0625738058,113.25,1541980800
NAV,LU0625738058,115.90,1541721600
NAV,LU0625738058,115.13,1541635200
NAV,LU0625738058,114.98,1541548800
NAV,LU0625738058,114.26,1541462400
NAV,LU0625738058,117.76,1541376000
NAV,LU0625738058,110.85,1541030400
NAV,LU0625738058,106.39,1540944000
NAV,LU0625738058,106.19,1540857600
NAV,LU0625738058,109.07,1540771200
NAV,LU0625738058,109.49,1540512000
NAV,LU0625738058,109.11,1540425600
NAV,LU0625738058,110.04,1540339200
NAV,LU0625738058,113.26,1540252800
NAV,LU0625738058,109.65,1540166400
NAV,LU0625738058,109.02,1539907200
NAV,LU0625738058,109.99,1539734400
NAV,LU0625738058,108.95,1539648000
NAV,LU0625738058,111.19,1539561600
NAV,LU0625738058,107.55,1539302400
NAV,LU0625738058,111.10,1539216000
NAV,LU0625738058,113.38,1539129600
NAV,LU0625738058,113.95,1539043200
NAV,LU0625738058,115.83,1538956800
NAV,LU0625738058,116.60,1538697600
NAV,LU0625738058,119.21,1538611200
NAV,LU0625738058,118.73,1538524800
NAV,LU0625738058,122.19,1538352000
NAV,LU0625738058,120.67,1538092800
NAV,LU0625738058,120.40,1538006400
NAV,LU0625738058,118.72,1537833600
NAV,LU0625738058,121.42,1537747200
NAV,LU0625738058,119.92,1537488000
NAV,LU0625738058,118.82,1537401600
NAV,LU0625738058,115.86,1537315200
NAV,LU0625738058,115.37,1537228800
NAV,LU0625738058,117.88,1537142400
NAV,LU0625738058,116.96,1536883200
NAV,LU0625738058,114.12,1536796800
NAV,LU0625738058,114.87,1536710400
NAV,LU0625738058,115.66,1536624000
NAV,LU0625738058,118.07,1536537600
NAV,LU0625738058,117.13,1536278400
NAV,LU0625738058,118.50,1536192000
NAV,LU0625738058,122.94,1536105600
NAV,LU0625738058,121.93,1536019200
NAV,LU0625738058,122.75,1535932800
NAV,LU0625738058,123.68,1535673600
NAV,LU0625738058,124.99,1535587200
NAV,LU0625738058,124.73,1535500800
NAV,LU0625738058,125.18,1535414400
NAV,LU0625738058,122.34,1535328000
NAV,LU0625738058,123.15,1535068800
NAV,LU0625738058,123.87,1534982400
NAV,LU0625738058,123.75,1534896000
NAV,LU0625738058,123.23,1534809600
NAV,LU0625738058,121.14,1534723200
NAV,LU0625738058,121.46,1534464000
NAV,LU0625738058,124.27,1534291200
NAV,LU0625738058,126.08,1534204800
NAV,LU0625738058,128.20,1534118400
NAV,LU0625738058,126.90,1533859200
NAV,LU0625738058,125.32,1533772800
NAV,LU0625738058,125.53,1533686400
NAV,LU0625738058,123.96,1533600000
NAV,LU0625738058,123.98,1533513600
NAV,LU0625738058,124.29,1533254400
NAV,LU0625738058,127.20,1533168000
NAV,LU0625738058,126.97,1533081600
NAV,LU0625738058,127.75,1532995200
NAV,LU0625738058,129.83,1532908800
NAV,LU0625738058,130.35,1532649600
NAV,LU0625738058,131.45,1532563200
NAV,LU0625738058,128.97,1532476800
NAV,LU0625738058,127.18,1532390400
NAV,LU0625738058,127.19,1532304000
NAV,LU0625738058,127.64,1532044800
NAV,LU0625738058,128.79,1531958400
NAV,LU0625738058,128.43,1531872000
NAV,LU0625738058,129.15,1531785600
NAV,LU0625738058,129.87,1531699200
NAV,LU0625738058,129.63,1531440000
NAV,LU0625738058,127.58,1531353600
NAV,LU0625738058,129.55,1531267200
